dataset_name;description;source;license;total_rows
hamburg_cancer_incidence_1995-2023,csv;cancer incidence and mortality rate rate per 100000 by sex from the Hamburg Cancer Registry 1995-2023;Hamburgisches Krebsregister;CCO for public use;59.0
